team,rank,country,elo,league,week
Bologna,78,ITA,1574.84680176,ITA-Serie A,2013-11-6
Cagliari,79,ITA,1572.56176758,ITA-Serie A,2013-11-6
Torino,84,ITA,1564.10644531,ITA-Serie A,2013-11-6
Atalanta,85,ITA,1563.46911621,ITA-Serie A,2013-11-6
Chievo,90,ITA,1546.11376953,ITA-Serie A,2013-11-6
Sampdoria,93,ITA,1527.96777344,ITA-Serie A,2013-11-6
Livorno,94,ITA,1521.48937988,ITA-Serie A,2013-11-6
Sassuolo,95,ITA,1515.1986084,ITA-Serie A,2013-11-6
Juventus,11,ITA,1853.24475098,ITA-Serie A,2013-11-13
Napoli,19,ITA,1779.61242676,ITA-Serie A,2013-11-13
Fiorentina,21,ITA,1761.39196777,ITA-Serie A,2013-11-13
Roma,22,ITA,1747.89904785,ITA-Serie A,2013-11-13
Milan,23,ITA,1747.35852051,ITA-Serie A,2013-11-13
Inter,40,ITA,1686.95593262,ITA-Serie A,2013-11-13
Lazio,49,ITA,1671.31103516,ITA-Serie A,2013-11-13
Udinese,63,ITA,1644.66015625,ITA-Serie A,2013-11-13
Parma,70,ITA,1610.66748047,ITA-Serie A,2013-11-13
Catania,74,ITA,1590.32507324,ITA-Serie A,2013-11-13
Verona,75,ITA,1588.6204834,ITA-Serie A,2013-11-13
Genoa,76,ITA,1587.98388672,ITA-Serie A,2013-11-13
Cagliari,77,ITA,1581.5814209,ITA-Serie A,2013-11-13
Atalanta,79,ITA,1572.97595215,ITA-Serie A,2013-11-13
Bologna,81,ITA,1570.64355469,ITA-Serie A,2013-11-13
Torino,84,ITA,1560.39038086,ITA-Serie A,2013-11-13
Chievo,87,ITA,1552.62219238,ITA-Serie A,2013-11-13
Sampdoria,92,ITA,1528.40856934,ITA-Serie A,2013-11-13
Sassuolo,93,ITA,1524.80334473,ITA-Serie A,2013-11-13
Livorno,96,ITA,1519.73205566,ITA-Serie A,2013-11-13
Juventus,11,ITA,1853.24475098,ITA-Serie A,2013-11-20
Napoli,19,ITA,1779.61242676,ITA-Serie A,2013-11-20
Fiorentina,21,ITA,1761.39196777,ITA-Serie A,2013-11-20
Roma,22,ITA,1747.89904785,ITA-Serie A,2013-11-20
Milan,23,ITA,1747.35852051,ITA-Serie A,2013-11-20
Inter,40,ITA,1686.95593262,ITA-Serie A,2013-11-20
Lazio,49,ITA,1671.31103516,ITA-Serie A,2013-11-20
Udinese,63,ITA,1644.66015625,ITA-Serie A,2013-11-20
Parma,70,ITA,1610.66748047,ITA-Serie A,2013-11-20
Catania,74,ITA,1590.32507324,ITA-Serie A,2013-11-20
Verona,75,ITA,1588.6204834,ITA-Serie A,2013-11-20
Genoa,76,ITA,1587.98388672,ITA-Serie A,2013-11-20
Cagliari,77,ITA,1581.5814209,ITA-Serie A,2013-11-20
Atalanta,79,ITA,1572.97595215,ITA-Serie A,2013-11-20
Bologna,81,ITA,1570.64355469,ITA-Serie A,2013-11-20
Torino,84,ITA,1560.39038086,ITA-Serie A,2013-11-20
Chievo,87,ITA,1552.62219238,ITA-Serie A,2013-11-20
Sampdoria,92,ITA,1528.40856934,ITA-Serie A,2013-11-20
Sassuolo,93,ITA,1524.80334473,ITA-Serie A,2013-11-20
Livorno,96,ITA,1519.73205566,ITA-Serie A,2013-11-20
Juventus,11,ITA,1858.82580566,ITA-Serie A,2013-11-27
Napoli,20,ITA,1763.65734863,ITA-Serie A,2013-11-27
Milan,21,ITA,1754.37304688,ITA-Serie A,2013-11-27
Fiorentina,22,ITA,1754.07067871,ITA-Serie A,2013-11-27
Roma,25,ITA,1744.22705078,ITA-Serie A,2013-11-27
Inter,40,ITA,1687.56762695,ITA-Serie A,2013-11-27
Lazio,48,ITA,1671.18518066,ITA-Serie A,2013-11-27
Udinese,55,ITA,1656.24633789,ITA-Serie A,2013-11-27
Parma,68,ITA,1626.46643066,ITA-Serie A,2013-11-27
Genoa,72,ITA,1595.82739258,ITA-Serie A,2013-11-27
Cagliari,75,ITA,1589.51831055,ITA-Serie A,2013-11-27
Catania,76,ITA,1580.11230469,ITA-Serie A,2013-11-27
Verona,77,ITA,1579.87524414,ITA-Serie A,2013-11-27
Torino,78,ITA,1574.86791992,ITA-Serie A,2013-11-27
Bologna,79,ITA,1574.29650879,ITA-Serie A,2013-11-27
Chievo,82,ITA,1565.63232422,ITA-Serie A,2013-11-27
Atalanta,83,ITA,1564.25854492,ITA-Serie A,2013-11-27
Sassuolo,91,ITA,1537.78564453,ITA-Serie A,2013-11-27
Sampdoria,92,ITA,1532.79919434,ITA-Serie A,2013-11-27
Livorno,96,ITA,1518.41577148,ITA-Serie A,2013-11-27
Juventus,10,ITA,1864.4720459,ITA-Serie A,2013-12-4
Napoli,20,ITA,1775.21765137,ITA-Serie A,2013-12-4
Milan,21,ITA,1763.13085938,ITA-Serie A,2013-12-4
Fiorentina,22,ITA,1753.19104004,ITA-Serie A,2013-12-4
Roma,25,ITA,1742.22595215,ITA-Serie A,2013-12-4
Inter,41,ITA,1683.1907959,ITA-Serie A,2013-12-4
Lazio,47,ITA,1668.68615723,ITA-Serie A,2013-12-4
Udinese,54,ITA,1654.9407959,ITA-Serie A,2013-12-4
Parma,68,ITA,1624.46826172,ITA-Serie A,2013-12-4
Genoa,72,ITA,1594.65673828,ITA-Serie A,2013-12-4
Cagliari,73,ITA,1587.50439453,ITA-Serie A,2013-12-4
Bologna,75,ITA,1578.71203613,ITA-Serie A,2013-12-4
Torino,76,ITA,1578.45581055,ITA-Serie A,2013-12-4
Verona,77,ITA,1578.12036133,ITA-Serie A,2013-12-4
Chievo,79,ITA,1576.22070312,ITA-Serie A,2013-12-4
Catania,81,ITA,1573.77172852,ITA-Serie A,2013-12-4
Atalanta,83,ITA,1568.67687988,ITA-Serie A,2013-12-4
Sassuolo,90,ITA,1542.21679688,ITA-Serie A,2013-12-4
Sampdoria,92,ITA,1539.59326172,ITA-Serie A,2013-12-4
Livorno,96,ITA,1510.24462891,ITA-Serie A,2013-12-4
Juventus,11,ITA,1868.92053223,ITA-Serie A,2013-12-11
Napoli,20,ITA,1770.38378906,ITA-Serie A,2013-12-11
Milan,21,ITA,1758.15075684,ITA-Serie A,2013-12-11
Roma,23,ITA,1748.82531738,ITA-Serie A,2013-12-11
Fiorentina,24,ITA,1746.59155273,ITA-Serie A,2013-12-11
Inter,40,ITA,1679.80004883,ITA-Serie A,2013-12-11
Lazio,53,ITA,1659.9609375,ITA-Serie A,2013-12-11
Udinese,54,ITA,1659.7746582,ITA-Serie A,2013-12-11
Parma,67,ITA,1627.85900879,ITA-Serie A,2013-12-11
Cagliari,72,ITA,1594.20581055,ITA-Serie A,2013-12-11
Genoa,74,ITA,1587.95532227,ITA-Serie A,2013-12-11
Torino,75,ITA,1587.18103027,ITA-Serie A,2013-12-11
Chievo,76,ITA,1585.11669922,ITA-Serie A,2013-12-11
Verona,77,ITA,1584.40637207,ITA-Serie A,2013-12-11
Bologna,81,ITA,1574.2635498,ITA-Serie A,2013-12-11
Catania,84,ITA,1563.51745605,ITA-Serie A,2013-12-11
Atalanta,85,ITA,1562.39086914,ITA-Serie A,2013-12-11
Sampdoria,89,ITA,1549.84765625,ITA-Serie A,2013-12-11
Sassuolo,93,ITA,1533.32067871,ITA-Serie A,2013-12-11
Livorno,95,ITA,1515.22473145,ITA-Serie A,2013-12-11
Juventus,10,ITA,1860.7565918,ITA-Serie A,2013-12-18
Napoli,17,ITA,1790.25061035,ITA-Serie A,2013-12-18
Fiorentina,22,ITA,1755.56237793,ITA-Serie A,2013-12-18
Milan,24,ITA,1752.77355957,ITA-Serie A,2013-12-18
Roma,25,ITA,1750.76281738,ITA-Serie A,2013-12-18
Inter,43,ITA,1674.21166992,ITA-Serie A,2013-12-18
Lazio,52,ITA,1660.91650391,ITA-Serie A,2013-12-18
Udinese,59,ITA,1643.69006348,ITA-Serie A,2013-12-18
Parma,66,ITA,1625.14379883,ITA-Serie A,2013-12-18
Torino,72,ITA,1603.29187012,ITA-Serie A,2013-12-18
Cagliari,73,ITA,1596.94726562,ITA-Serie A,2013-12-18
Verona,75,ITA,1585.68884277,ITA-Serie A,2013-12-18
Genoa,76,ITA,1585.45703125,ITA-Serie A,2013-12-18
Chievo,79,ITA,1574.26513672,ITA-Serie A,2013-12-18
Bologna,80,ITA,1569.31494141,ITA-Serie A,2013-12-18
Atalanta,83,ITA,1564.91540527,ITA-Serie A,2013-12-18
Catania,84,ITA,1562.26135254,ITA-Serie A,2013-12-18
Sampdoria,85,ITA,1560.72546387,ITA-Serie A,2013-12-18
Sassuolo,93,ITA,1530.73498535,ITA-Serie A,2013-12-18
Livorno,95,ITA,1510.32800293,ITA-Serie A,2013-12-18
Juventus,10,ITA,1865.9420166,ITA-Serie A,2013-12-25
Napoli,19,ITA,1786.61645508,ITA-Serie A,2013-12-25
Fiorentina,23,ITA,1759.62915039,ITA-Serie A,2013-12-25
Roma,24,ITA,1756.12988281,ITA-Serie A,2013-12-25
Milan,25,ITA,1744.45129395,ITA-Serie A,2013-12-25
Inter,38,ITA,1682.53381348,ITA-Serie A,2013-12-25
Udinese,56,ITA,1649.83227539,ITA-Serie A,2013-12-25
Lazio,58,ITA,1646.41503906,ITA-Serie A,2013-12-25
Parma,65,ITA,1625.1036377,ITA-Serie A,2013-12-25
Torino,71,ITA,1613.49829102,ITA-Serie A,2013-12-25
Cagliari,73,ITA,1600.5814209,ITA-Serie A,2013-12-25
Verona,74,ITA,1600.19030762,ITA-Serie A,2013-12-25
Genoa,78,ITA,1578.56298828,ITA-Serie A,2013-12-25
Bologna,79,ITA,1576.2088623,ITA-Serie A,2013-12-25
Chievo,82,ITA,1564.05871582,ITA-Serie A,2013-12-25
Sampdoria,85,ITA,1560.76574707,ITA-Serie A,2013-12-25
Atalanta,86,ITA,1559.72998047,ITA-Serie A,2013-12-25
Catania,87,ITA,1556.89428711,ITA-Serie A,2013-12-25
Sassuolo,94,ITA,1526.66821289,ITA-Serie A,2013-12-25
Livorno,96,ITA,1504.18579102,ITA-Serie A,2013-12-25
Juventus,10,ITA,1865.9420166,ITA-Serie A,2014-1-1
Napoli,19,ITA,1786.61645508,ITA-Serie A,2014-1-1
Fiorentina,23,ITA,1759.62915039,ITA-Serie A,2014-1-1
Roma,24,ITA,1756.12988281,ITA-Serie A,2014-1-1
Milan,25,ITA,1744.45129395,ITA-Serie A,2014-1-1
Inter,38,ITA,1682.53381348,ITA-Serie A,2014-1-1
Udinese,55,ITA,1649.83227539,ITA-Serie A,2014-1-1
Lazio,58,ITA,1646.41503906,ITA-Serie A,2014-1-1
Parma,66,ITA,1625.1036377,ITA-Serie A,2014-1-1
Torino,71,ITA,1613.49829102,ITA-Serie A,2014-1-1
Cagliari,72,ITA,1600.5814209,ITA-Serie A,2014-1-1
Verona,73,ITA,1600.19030762,ITA-Serie A,2014-1-1
Genoa,78,ITA,1578.56298828,ITA-Serie A,2014-1-1
Bologna,79,ITA,1576.2088623,ITA-Serie A,2014-1-1
Chievo,82,ITA,1564.05871582,ITA-Serie A,2014-1-1
Sampdoria,85,ITA,1560.76574707,ITA-Serie A,2014-1-1
Atalanta,86,ITA,1559.72998047,ITA-Serie A,2014-1-1
Catania,87,ITA,1556.89428711,ITA-Serie A,2014-1-1
Sassuolo,94,ITA,1526.66821289,ITA-Serie A,2014-1-1
Livorno,96,ITA,1504.18579102,ITA-Serie A,2014-1-1
Juventus,10,ITA,1873.02233887,ITA-Serie A,2014-1-8
Napoli,17,ITA,1789.77246094,ITA-Serie A,2014-1-8
Fiorentina,23,ITA,1761.52746582,ITA-Serie A,2014-1-8
Milan,24,ITA,1749.36914062,ITA-Serie A,2014-1-8
Roma,25,ITA,1749.04968262,ITA-Serie A,2014-1-8
Inter,41,ITA,1675.25915527,ITA-Serie A,2014-1-8
Lazio,52,ITA,1653.68981934,ITA-Serie A,2014-1-8
Udinese,63,ITA,1634.49755859,ITA-Serie A,2014-1-8
Parma,64,ITA,1633.97753906,ITA-Serie A,2014-1-8
Verona,70,ITA,1615.52502441,ITA-Serie A,2014-1-8
Torino,72,ITA,1604.62426758,ITA-Serie A,2014-1-8
Cagliari,73,ITA,1601.24487305,ITA-Serie A,2014-1-8
Genoa,77,ITA,1586.05786133,ITA-Serie A,2014-1-8
Catania,81,ITA,1566.8013916,ITA-Serie A,2014-1-8
Bologna,82,ITA,1566.30175781,ITA-Serie A,2014-1-8
Chievo,83,ITA,1563.39526367,ITA-Serie A,2014-1-8
Sampdoria,86,ITA,1557.60974121,ITA-Serie A,2014-1-8
Atalanta,87,ITA,1554.81225586,ITA-Serie A,2014-1-8
Sassuolo,95,ITA,1519.17333984,ITA-Serie A,2014-1-8
Livorno,96,ITA,1502.28747559,ITA-Serie A,2014-1-8
Juventus,10,ITA,1878.87255859,ITA-Serie A,2014-1-15
Napoli,16,ITA,1798.58666992,ITA-Serie A,2014-1-15
Fiorentina,22,ITA,1758.8470459,ITA-Serie A,2014-1-15
Roma,25,ITA,1755.23291016,ITA-Serie A,2014-1-15
Milan,27,ITA,1737.09301758,ITA-Serie A,2014-1-15
Inter,41,ITA,1670.62451172,ITA-Serie A,2014-1-15
Lazio,53,ITA,1652.96618652,ITA-Serie A,2014-1-15
Parma,60,ITA,1644.77355957,ITA-Serie A,2014-1-15
Udinese,66,ITA,1619.84716797,ITA-Serie A,2014-1-15
Torino,70,ITA,1607.30456543,ITA-Serie A,2014-1-15
Verona,71,ITA,1606.71069336,ITA-Serie A,2014-1-15
Cagliari,73,ITA,1595.39465332,ITA-Serie A,2014-1-15
Genoa,78,ITA,1579.87463379,ITA-Serie A,2014-1-15
Sampdoria,80,ITA,1572.26013184,ITA-Serie A,2014-1-15
Chievo,83,ITA,1568.02990723,ITA-Serie A,2014-1-15
Bologna,84,ITA,1567.02539062,ITA-Serie A,2014-1-15
Atalanta,86,ITA,1561.67675781,ITA-Serie A,2014-1-15
Catania,87,ITA,1559.93688965,ITA-Serie A,2014-1-15
Sassuolo,93,ITA,1531.44934082,ITA-Serie A,2014-1-15
Livorno,96,ITA,1491.49157715,ITA-Serie A,2014-1-15
Juventus,10,ITA,1880.95349121,ITA-Serie A,2014-1-22
Napoli,16,ITA,1794.09643555,ITA-Serie A,2014-1-22
Fiorentina,21,ITA,1767.05212402,ITA-Serie A,2014-1-22
Roma,25,ITA,1758.27185059,ITA-Serie A,2014-1-22
Milan,27,ITA,1740.71203613,ITA-Serie A,2014-1-22
Inter,48,ITA,1661.93505859,ITA-Serie A,2014-1-22
Lazio,49,ITA,1661.81530762,ITA-Serie A,2014-1-22
Parma,54,ITA,1652.51196289,ITA-Serie A,2014-1-22
Torino,67,ITA,1617.9432373,ITA-Serie A,2014-1-22
Udinese,69,ITA,1610.99804688,ITA-Serie A,2014-1-22
Verona,71,ITA,1603.0916748,ITA-Serie A,2014-1-22
Genoa,74,ITA,1588.56396484,ITA-Serie A,2014-1-22
Cagliari,75,ITA,1588.13098145,ITA-Serie A,2014-1-22
Bologna,82,ITA,1571.515625,ITA-Serie A,2014-1-22
Sampdoria,83,ITA,1570.17919922,ITA-Serie A,2014-1-22
Atalanta,84,ITA,1568.94055176,ITA-Serie A,2014-1-22
Chievo,86,ITA,1560.29150391,ITA-Serie A,2014-1-22
Catania,88,ITA,1551.73181152,ITA-Serie A,2014-1-22
Sassuolo,94,ITA,1520.81079102,ITA-Serie A,2014-1-22
Livorno,96,ITA,1488.45263672,ITA-Serie A,2014-1-22
Juventus,10,ITA,1876.73876953,ITA-Serie A,2014-1-29
Napoli,18,ITA,1787.16394043,ITA-Serie A,2014-1-29
Roma,20,ITA,1766.07617188,ITA-Serie A,2014-1-29
Fiorentina,23,ITA,1761.0670166,ITA-Serie A,2014-1-29
Milan,26,ITA,1746.45361328,ITA-Serie A,2014-1-29
Lazio,45,ITA,1666.0300293,ITA-Serie A,2014-1-29
Parma,51,ITA,1657.99072266,ITA-Serie A,2014-1-29
Inter,52,ITA,1657.35888672,ITA-Serie A,2014-1-29
Torino,65,ITA,1623.29199219,ITA-Serie A,2014-1-29
Udinese,70,ITA,1605.51916504,ITA-Serie A,2014-1-29
Verona,72,ITA,1595.28735352,ITA-Serie A,2014-1-29
Genoa,73,ITA,1594.54919434,ITA-Serie A,2014-1-29
Cagliari,75,ITA,1582.3894043,ITA-Serie A,2014-1-29
Bologna,81,ITA,1573.2310791,ITA-Serie A,2014-1-29
Sampdoria,82,ITA,1568.46374512,ITA-Serie A,2014-1-29
Chievo,83,ITA,1567.22399902,ITA-Serie A,2014-1-29
Atalanta,85,ITA,1563.5916748,ITA-Serie A,2014-1-29
Catania,88,ITA,1556.3079834,ITA-Serie A,2014-1-29
Sassuolo,95,ITA,1510.69360352,ITA-Serie A,2014-1-29
Livorno,96,ITA,1498.56982422,ITA-Serie A,2014-1-29
Juventus,10,ITA,1879.97668457,ITA-Serie A,2014-2-5
Napoli,21,ITA,1766.23461914,ITA-Serie A,2014-2-5
Roma,22,ITA,1766.07617188,ITA-Serie A,2014-2-5
Fiorentina,25,ITA,1750.03808594,ITA-Serie A,2014-2-5
Milan,26,ITA,1741.59716797,ITA-Serie A,2014-2-5
Lazio,40,ITA,1676.1784668,ITA-Serie A,2014-2-5
Parma,52,ITA,1657.99072266,ITA-Serie A,2014-2-5
Inter,54,ITA,1654.12097168,ITA-Serie A,2014-2-5
Torino,65,ITA,1628.1484375,ITA-Serie A,2014-2-5
Udinese,68,ITA,1617.96716309,ITA-Serie A,2014-2-5
Verona,71,ITA,1602.52856445,ITA-Serie A,2014-2-5
Cagliari,75,ITA,1593.41821289,ITA-Serie A,2014-2-5
Atalanta,76,ITA,1584.52099609,ITA-Serie A,2014-2-5
Genoa,77,ITA,1584.07995605,ITA-Serie A,2014-2-5
Sampdoria,81,ITA,1578.93310547,ITA-Serie A,2014-2-5
Bologna,85,ITA,1560.78308105,ITA-Serie A,2014-2-5
Chievo,86,ITA,1557.07568359,ITA-Serie A,2014-2-5
Catania,89,ITA,1553.00268555,ITA-Serie A,2014-2-5
Sassuolo,95,ITA,1503.45239258,ITA-Serie A,2014-2-5
Livorno,96,ITA,1501.87512207,ITA-Serie A,2014-2-5
Juventus,10,ITA,1874.49316406,ITA-Serie A,2014-2-12
Napoli,19,ITA,1774.49560547,ITA-Serie A,2014-2-12
Roma,21,ITA,1765.31555176,ITA-Serie A,2014-2-12
Fiorentina,24,ITA,1754.42565918,ITA-Serie A,2014-2-12
Milan,27,ITA,1733.33630371,ITA-Serie A,2014-2-12
Lazio,42,ITA,1676.93908691,ITA-Serie A,2014-2-12
Inter,52,ITA,1657.31481934,ITA-Serie A,2014-2-12
Parma,54,ITA,1653.49060059,ITA-Serie A,2014-2-12
Udinese,66,ITA,1627.00524902,ITA-Serie A,2014-2-12
Torino,69,ITA,1616.78186035,ITA-Serie A,2014-2-12
Verona,70,ITA,1608.01208496,ITA-Serie A,2014-2-12
Genoa,75,ITA,1591.53112793,ITA-Serie A,2014-2-12
Cagliari,77,ITA,1586.50805664,ITA-Serie A,2014-2-12
Sampdoria,78,ITA,1585.84326172,ITA-Serie A,2014-2-12
Atalanta,79,ITA,1580.13342285,ITA-Serie A,2014-2-12
Bologna,83,ITA,1572.14953613,ITA-Serie A,2014-2-12
Catania,87,ITA,1557.50292969,ITA-Serie A,2014-2-12
Chievo,88,ITA,1548.03759766,ITA-Serie A,2014-2-12
Sassuolo,95,ITA,1500.25854492,ITA-Serie A,2014-2-12
Livorno,96,ITA,1494.4239502,ITA-Serie A,2014-2-12
Juventus,10,ITA,1876.39733887,ITA-Serie A,2014-2-19
Napoli,19,ITA,1778.92285156,ITA-Serie A,2014-2-19
Roma,20,ITA,1770.25976562,ITA-Serie A,2014-2-19
Fiorentina,26,ITA,1742.70959473,ITA-Serie A,2014-2-19
Milan,27,ITA,1736.49658203,ITA-Serie A,2014-2-19
Inter,45,ITA,1669.03100586,ITA-Serie A,2014-2-19
Parma,46,ITA,1668.8684082,ITA-Serie A,2014-2-19
Lazio,49,ITA,1663.16149902,ITA-Serie A,2014-2-19
Torino,63,ITA,1629.93347168,ITA-Serie A,2014-2-19
Udinese,64,ITA,1627.74487305,ITA-Serie A,2014-2-19
Verona,73,ITA,1594.86047363,ITA-Serie A,2014-2-19
Genoa,74,ITA,1590.79138184,ITA-Serie A,2014-2-19
Sampdoria,79,ITA,1580.89916992,ITA-Serie A,2014-2-19
Cagliari,80,ITA,1574.7755127,ITA-Serie A,2014-2-19
Catania,84,ITA,1571.28039551,ITA-Serie A,2014-2-19
Bologna,85,ITA,1568.98925781,ITA-Serie A,2014-2-19
Atalanta,86,ITA,1564.75561523,ITA-Serie A,2014-2-19
Chievo,90,ITA,1546.13342285,ITA-Serie A,2014-2-19
Livorno,95,ITA,1506.15649414,ITA-Serie A,2014-2-19
Sassuolo,96,ITA,1495.83129883,ITA-Serie A,2014-2-19
Juventus,8,ITA,1876.98937988,ITA-Serie A,2014-2-26
Roma,20,ITA,1771.4798584,ITA-Serie A,2014-2-26
Napoli,22,ITA,1768.99658203,ITA-Serie A,2014-2-26
Fiorentina,26,ITA,1741.2166748,ITA-Serie A,2014-2-26
Milan,27,ITA,1738.05273438,ITA-Serie A,2014-2-26
Parma,48,ITA,1665.97363281,ITA-Serie A,2014-2-26
Inter,49,ITA,1661.48742676,ITA-Serie A,2014-2-26
Lazio,53,ITA,1652.69909668,ITA-Serie A,2014-2-26
Torino,65,ITA,1624.59020996,ITA-Serie A,2014-2-26
Udinese,68,ITA,1620.97094727,ITA-Serie A,2014-2-26
Verona,73,ITA,1598.65454102,ITA-Serie A,2014-2-26
Genoa,74,ITA,1593.55004883,ITA-Serie A,2014-2-26
Cagliari,79,ITA,1575.59106445,ITA-Serie A,2014-2-26
Sampdoria,80,ITA,1569.40905762,ITA-Serie A,2014-2-26
Atalanta,82,ITA,1564.80163574,ITA-Serie A,2014-2-26
Bologna,84,ITA,1561.0411377,ITA-Serie A,2014-2-26
Catania,86,ITA,1557.74206543,ITA-Serie A,2014-2-26
Chievo,87,ITA,1552.94372559,ITA-Serie A,2014-2-26
Livorno,95,ITA,1495.63452148,ITA-Serie A,2014-2-26
Sassuolo,96,ITA,1489.22570801,ITA-Serie A,2014-2-26
Juventus,8,ITA,1888.20141602,ITA-Serie A,2014-3-5
Napoli,21,ITA,1775.06188965,ITA-Serie A,2014-3-5
Roma,22,ITA,1768.72485352,ITA-Serie A,2014-3-5
Milan,26,ITA,1731.43286133,ITA-Serie A,2014-3-5
Fiorentina,27,ITA,1731.20166016,ITA-Serie A,2014-3-5
Parma,47,ITA,1672.81518555,ITA-Serie A,2014-3-5
Inter,48,ITA,1667.80847168,ITA-Serie A,2014-3-5
Lazio,51,ITA,1660.46826172,ITA-Serie A,2014-3-5
Torino,69,ITA,1610.72998047,ITA-Serie A,2014-3-5
Udinese,70,ITA,1609.37866211,ITA-Serie A,2014-3-5
Genoa,72,ITA,1603.48449707,ITA-Serie A,2014-3-5
Verona,74,ITA,1597.73217773,ITA-Serie A,2014-3-5
Cagliari,76,ITA,1590.74938965,ITA-Serie A,2014-3-5
Sampdoria,79,ITA,1586.83544922,ITA-Serie A,2014-3-5
Atalanta,81,ITA,1573.04187012,ITA-Serie A,2014-3-5
Bologna,82,ITA,1565.52954102,ITA-Serie A,2014-3-5
Catania,86,ITA,1551.3737793,ITA-Serie A,2014-3-5
Chievo,88,ITA,1548.26965332,ITA-Serie A,2014-3-5
Livorno,95,ITA,1503.109375,ITA-Serie A,2014-3-5
Sassuolo,97,ITA,1485.95019531,ITA-Serie A,2014-3-5
Juventus,8,ITA,1889.97070312,ITA-Serie A,2014-3-12
Napoli,21,ITA,1779.8692627,ITA-Serie A,2014-3-12
Roma,22,ITA,1760.88745117,ITA-Serie A,2014-3-12
Fiorentina,26,ITA,1726.40234375,ITA-Serie A,2014-3-12
Milan,30,ITA,1715.68664551,ITA-Serie A,2014-3-12
Parma,44,ITA,1678.15100098,ITA-Serie A,2014-3-12
Inter,47,ITA,1671.49121094,ITA-Serie A,2014-3-12
Lazio,58,ITA,1647.34057617,ITA-Serie A,2014-3-12
Udinese,67,ITA,1617.69995117,ITA-Serie A,2014-3-12
Torino,71,ITA,1604.01708984,ITA-Serie A,2014-3-12
Genoa,73,ITA,1593.84350586,ITA-Serie A,2014-3-12
Sampdoria,74,ITA,1591.98583984,ITA-Serie A,2014-3-12
Cagliari,75,ITA,1589.74523926,ITA-Serie A,2014-3-12
Verona,76,ITA,1589.36633301,ITA-Serie A,2014-3-12
Atalanta,80,ITA,1583.13952637,ITA-Serie A,2014-3-12
Bologna,83,ITA,1560.25280762,ITA-Serie A,2014-3-12
Chievo,86,ITA,1554.88061523,ITA-Serie A,2014-3-12
Catania,87,ITA,1549.34802246,ITA-Serie A,2014-3-12
Livorno,96,ITA,1494.92895508,ITA-Serie A,2014-3-12
Sassuolo,97,ITA,1488.19689941,ITA-Serie A,2014-3-12
Juventus,7,ITA,1887.21838379,ITA-Serie A,2014-3-19
Napoli,21,ITA,1777.42993164,ITA-Serie A,2014-3-19
Roma,22,ITA,1762.44726562,ITA-Serie A,2014-3-19
Fiorentina,26,ITA,1732.5559082,ITA-Serie A,2014-3-19
Milan,34,ITA,1698.75769043,ITA-Serie A,2014-3-19
Parma,39,ITA,1691.21008301,ITA-Serie A,2014-3-19
Inter,43,ITA,1679.78845215,ITA-Serie A,2014-3-19
Lazio,57,ITA,1656.76586914,ITA-Serie A,2014-3-19
Udinese,68,ITA,1612.2701416,ITA-Serie A,2014-3-19
Torino,72,ITA,1596.92919922,ITA-Serie A,2014-3-19
Atalanta,73,ITA,1593.25219727,ITA-Serie A,2014-3-19
Genoa,75,ITA,1588.99584961,ITA-Serie A,2014-3-19
Sampdoria,80,ITA,1578.0032959,ITA-Serie A,2014-3-19
Verona,81,ITA,1577.19909668,ITA-Serie A,2014-3-19
Cagliari,82,ITA,1576.44995117,ITA-Serie A,2014-3-19
Bologna,86,ITA,1550.03515625,ITA-Serie A,2014-3-19
Chievo,87,ITA,1548.58728027,ITA-Serie A,2014-3-19
Catania,94,ITA,1535.90405273,ITA-Serie A,2014-3-19
Livorno,96,ITA,1501.27685547,ITA-Serie A,2014-3-19
Sassuolo,97,ITA,1497.77087402,ITA-Serie A,2014-3-19
Juventus,7,ITA,1896.07800293,ITA-Serie A,2014-3-26
Roma,20,ITA,1769.93103027,ITA-Serie A,2014-3-26
Napoli,22,ITA,1760.08496094,ITA-Serie A,2014-3-26
Fiorentina,26,ITA,1732.92724609,ITA-Serie A,2014-3-26
Milan,36,ITA,1697.41711426,ITA-Serie A,2014-3-26
Parma,40,ITA,1685.27819824,ITA-Serie A,2014-3-26
Inter,50,ITA,1666.63928223,ITA-Serie A,2014-3-26
Lazio,55,ITA,1654.70153809,ITA-Serie A,2014-3-26
Udinese,69,ITA,1614.64978027,ITA-Serie A,2014-3-26
Atalanta,70,ITA,1602.99633789,ITA-Serie A,2014-3-26
Torino,74,ITA,1598.38464355,ITA-Serie A,2014-3-26
Genoa,75,ITA,1591.52270508,ITA-Serie A,2014-3-26
Sampdoria,76,ITA,1591.25512695,ITA-Serie A,2014-3-26
Cagliari,81,ITA,1567.3717041,ITA-Serie A,2014-3-26
Verona,83,ITA,1560.54223633,ITA-Serie A,2014-3-26
Bologna,86,ITA,1555.70837402,ITA-Serie A,2014-3-26
Chievo,92,ITA,1540.87231445,ITA-Serie A,2014-3-26
Catania,94,ITA,1532.20397949,ITA-Serie A,2014-3-26
Livorno,96,ITA,1493.24243164,ITA-Serie A,2014-3-26
Sassuolo,97,ITA,1491.98620605,ITA-Serie A,2014-3-26
Juventus,10,ITA,1884.20605469,ITA-Serie A,2014-4-2
Napoli,19,ITA,1780.00512695,ITA-Serie A,2014-4-2
